iteration	t (ms)	leakageParameters:E_L (mV)	leakageParameters:g_L (mS_per_cm2)	membraneParameters:Cm (microF_per_cm2)	potassiumChannelParameters:E_K (mV)	potassiumChannelParameters:g_K (milliS_per_cm2)	sodiumChannelParameters:E_Na (mV)	sodiumChannelParameters:g_Na (mS_per_cm2)	controller:i_stim (microA_per_cm2)	sodiumChannelEquations:Na_conductance (mS_per_cm2)	sodiumChannelEquations:i_Na (microA_per_cm2)	mGateEquations:alpha_m (per_ms)	mGateEquations:beta_m (per_ms)	hGateEquations:alpha_h (per_ms)	hGateEquations:beta_h (per_ms)	potassiumChannelEquations:i_K (microA_per_cm2)	nGateEquations:alpha_n (per_ms)	nGateEquations:beta_n (per_ms)	leakageEquations:i_L (microA_per_cm2)	membraneEquations:i_tot (microA_per_cm2)	importedGateM:X (dimensionless)	importedGateH:X (dimensionless)	importedGate:X (dimensionless)	membraneEquations:V (mV)
1733	 17.33-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000254727	 -0.0304858	 0.111606	 6.84897	 0.113581	 0.0185594	 9.1163	 0.747231	 0.0433717	 -9.08414	 0.00168024	 	0.0160345	0.515353	0.943527	-84.6805
1734	 17.34-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.00025495	 -0.0305126	 0.111606	 6.84897	 0.113581	 0.0185594	 9.11632	 0.747231	 0.0433717	 -9.08414	 0.00166624	 	0.0160345	0.515807	0.943539	-84.6805
1735	 17.35-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000255174	 -0.0305393	 0.111606	 6.84898	 0.113581	 0.0185593	 9.11634	 0.747232	 0.0433717	 -9.08415	 0.00165236	 	0.0160345	0.516262	0.943552	-84.6805
1736	 17.36-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000255396	 -0.030566	 0.111606	 6.84899	 0.113582	 0.0185593	 9.11636	 0.747232	 0.0433717	 -9.08415	 0.0016386	 	0.0160344	0.516715	0.943565	-84.6805
1737	 17.37-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000255619	 -0.0305926	 0.111605	 6.84899	 0.113582	 0.0185593	 9.11638	 0.747232	 0.0433717	 -9.08416	 0.00162494	 	0.0160344	0.517168	0.943577	-84.6805
1738	 17.38-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000255841	 -0.0306192	 0.111605	 6.849	 0.113582	 0.0185592	 9.11639	 0.747232	 0.0433717	 -9.08416	 0.0016114	 	0.0160344	0.517621	0.94359	-84.6806
1739	 17.39-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000256063	 -0.0306458	 0.111605	 6.849	 0.113582	 0.0185592	 9.11641	 0.747232	 0.0433717	 -9.08417	 0.00159796	 	0.0160343	0.518073	0.943602	-84.6806
1740	 17.4-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000256285	 -0.0306724	 0.111605	 6.84901	 0.113582	 0.0185592	 9.11643	 0.747232	 0.0433717	 -9.08417	 0.00158463	 	0.0160343	0.518524	0.943614	-84.6806
1741	 17.41-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000256507	 -0.0306989	 0.111605	 6.84902	 0.113582	 0.0185591	 9.11645	 0.747233	 0.0433717	 -9.08418	 0.00157141	 	0.0160342	0.518974	0.943626	-84.6806
1742	 17.42-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000256728	 -0.0307253	 0.111605	 6.84902	 0.113582	 0.0185591	 9.11647	 0.747233	 0.0433717	 -9.08418	 0.0015583	 	0.0160342	0.519424	0.943638	-84.6806
1743	 17.43-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000256949	 -0.0307518	 0.111605	 6.84903	 0.113582	 0.0185591	 9.11648	 0.747233	 0.0433716	 -9.08419	 0.00154529	 	0.0160342	0.519874	0.94365	-84.6806
1744	 17.44-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000257169	 -0.0307782	 0.111605	 6.84903	 0.113582	 0.0185591	 9.1165	 0.747233	 0.0433716	 -9.08419	 0.00153239	 	0.0160341	0.520323	0.943662	-84.6807
1745	 17.45-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.00025739	 -0.0308046	 0.111604	 6.84904	 0.113582	 0.018559	 9.11652	 0.747233	 0.0433716	 -9.0842	 0.00151959	 	0.0160341	0.520771	0.943673	-84.6807
1746	 17.46-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.00025761	 -0.0308309	 0.111604	 6.84905	 0.113582	 0.018559	 9.11654	 0.747233	 0.0433716	 -9.0842	 0.0015069	 	0.0160341	0.521219	0.943685	-84.6807
1747	 17.47-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000257829	 -0.0308572	 0.111604	 6.84905	 0.113583	 0.018559	 9.11656	 0.747234	 0.0433716	 -9.08421	 0.0014943	 	0.016034	0.521666	0.943696	-84.6807
1748	 17.48-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000258049	 -0.0308835	 0.111604	 6.84906	 0.113583	 0.0185589	 9.11658	 0.747234	 0.0433716	 -9.08421	 0.00148181	 	0.016034	0.522112	0.943708	-84.6807
1749	 17.49-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000258268	 -0.0309097	 0.111604	 6.84906	 0.113583	 0.0185589	 9.11659	 0.747234	 0.0433716	 -9.08421	 0.00146942	 	0.016034	0.522558	0.943719	-84.6807
1750	 17.5-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000258487	 -0.0309359	 0.111604	 6.84907	 0.113583	 0.0185589	 9.11661	 0.747234	 0.0433716	 -9.08422	 0.00145714	 	0.0160339	0.523003	0.94373	-84.6807
1751	 17.51-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000258706	 -0.0309621	 0.111604	 6.84907	 0.113583	 0.0185589	 9.11663	 0.747234	 0.0433716	 -9.08422	 0.00144495	 	0.0160339	0.523448	0.943742	-84.6808
1752	 17.52-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000258924	 -0.0309882	 0.111604	 6.84908	 0.113583	 0.0185588	 9.11665	 0.747234	 0.0433716	 -9.08423	 0.00143285	 	0.0160339	0.523892	0.943753	-84.6808
1753	 17.53-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000259142	 -0.0310143	 0.111603	 6.84908	 0.113583	 0.0185588	 9.11667	 0.747234	 0.0433716	 -9.08423	 0.00142086	 	0.0160338	0.524336	0.943764	-84.6808
1754	 17.54-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.00025936	 -0.0310404	 0.111603	 6.84909	 0.113583	 0.0185588	 9.11669	 0.747235	 0.0433716	 -9.08424	 0.00140896	 	0.0160338	0.524779	0.943775	-84.6808
1755	 17.55-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000259577	 -0.0310664	 0.111603	 6.8491	 0.113583	 0.0185588	 9.1167	 0.747235	 0.0433716	 -9.08424	 0.00139716	 	0.0160338	0.525221	0.943785	-84.6808
1756	 17.56-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000259795	 -0.0310924	 0.111603	 6.8491	 0.113583	 0.0185587	 9.11672	 0.747235	 0.0433715	 -9.08424	 0.00138546	 	0.0160337	0.525663	0.943796	-84.6808
1757	 17.57-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000260011	 -0.0311184	 0.111603	 6.84911	 0.113583	 0.0185587	 9.11674	 0.747235	 0.0433715	 -9.08425	 0.00137385	 	0.0160337	0.526104	0.943807	-84.6808
1758	 17.58-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000260228	 -0.0311443	 0.111603	 6.84911	 0.113583	 0.0185587	 9.11676	 0.747235	 0.0433715	 -9.08425	 0.00136233	 	0.0160337	0.526545	0.943817	-84.6809
1759	 17.59-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000260445	 -0.0311702	 0.111603	 6.84912	 0.113583	 0.0185587	 9.11678	 0.747235	 0.0433715	 -9.08426	 0.0013509	 	0.0160336	0.526985	0.943828	-84.6809
1760	 17.6-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000260661	 -0.0311961	 0.111603	 6.84912	 0.113584	 0.0185586	 9.1168	 0.747235	 0.0433715	 -9.08426	 0.00133957	 	0.0160336	0.527424	0.943838	-84.6809
1761	 17.61-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000260877	 -0.0312219	 0.111602	 6.84913	 0.113584	 0.0185586	 9.11682	 0.747236	 0.0433715	 -9.08426	 0.00132833	 	0.0160336	0.527863	0.943848	-84.6809
1762	 17.62-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000261092	 -0.0312477	 0.111602	 6.84913	 0.113584	 0.0185586	 9.11683	 0.747236	 0.0433715	 -9.08427	 0.00131718	 	0.0160335	0.528302	0.943859	-84.6809
1763	 17.63-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000261307	 -0.0312735	 0.111602	 6.84914	 0.113584	 0.0185586	 9.11685	 0.747236	 0.0433715	 -9.08427	 0.00130612	 	0.0160335	0.528739	0.943869	-84.6809
1764	 17.64-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000261522	 -0.0312992	 0.111602	 6.84914	 0.113584	 0.0185585	 9.11687	 0.747236	 0.0433715	 -9.08428	 0.00129515	 	0.0160335	0.529176	0.943879	-84.6809
1765	 17.65-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000261737	 -0.031325	 0.111602	 6.84915	 0.113584	 0.0185585	 9.11689	 0.747236	 0.0433715	 -9.08428	 0.00128427	 	0.0160335	0.529613	0.943889	-84.6809
1766	 17.66-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000261952	 -0.0313506	 0.111602	 6.84915	 0.113584	 0.0185585	 9.11691	 0.747236	 0.0433715	 -9.08428	 0.00127347	 	0.0160334	0.530049	0.943899	-84.681
1767	 17.67-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000262166	 -0.0313763	 0.111602	 6.84916	 0.113584	 0.0185585	 9.11693	 0.747236	 0.0433715	 -9.08429	 0.00126277	 	0.0160334	0.530484	0.943909	-84.681
1768	 17.68-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.00026238	 -0.0314019	 0.111602	 6.84916	 0.113584	 0.0185584	 9.11695	 0.747236	 0.0433715	 -9.08429	 0.00125215	 	0.0160334	0.530919	0.943918	-84.681
1769	 17.69-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000262593	 -0.0314274	 0.111602	 6.84917	 0.113584	 0.0185584	 9.11696	 0.747237	 0.0433715	 -9.0843	 0.00124161	 	0.0160333	0.531353	0.943928	-84.681
1770	 17.7-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000262807	 -0.031453	 0.111602	 6.84917	 0.113584	 0.0185584	 9.11698	 0.747237	 0.0433714	 -9.0843	 0.00123116	 	0.0160333	0.531787	0.943938	-84.681
1771	 17.71-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.00026302	 -0.0314785	 0.111601	 6.84918	 0.113584	 0.0185584	 9.117	 0.747237	 0.0433714	 -9.0843	 0.0012208	 	0.0160333	0.53222	0.943947	-84.681
1772	 17.72-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000263233	 -0.031504	 0.111601	 6.84918	 0.113584	 0.0185584	 9.11702	 0.747237	 0.0433714	 -9.08431	 0.00121051	 	0.0160333	0.532653	0.943957	-84.681
1773	 17.73-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000263445	 -0.0315294	 0.111601	 6.84918	 0.113584	 0.0185583	 9.11704	 0.747237	 0.0433714	 -9.08431	 0.00120031	 	0.0160332	0.533085	0.943966	-84.681
1774	 17.74-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000263658	 -0.0315548	 0.111601	 6.84919	 0.113585	 0.0185583	 9.11706	 0.747237	 0.0433714	 -9.08431	 0.0011902	 	0.0160332	0.533516	0.943975	-84.6811
1775	 17.75-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.00026387	 -0.0315802	 0.111601	 6.84919	 0.113585	 0.0185583	 9.11708	 0.747237	 0.0433714	 -9.08432	 0.00118016	 	0.0160332	0.533947	0.943984	-84.6811
1776	 17.76-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000264081	 -0.0316055	 0.111601	 6.8492	 0.113585	 0.0185583	 9.1171	 0.747237	 0.0433714	 -9.08432	 0.00117021	 	0.0160331	0.534377	0.943994	-84.6811
1777	 17.77-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000264293	 -0.0316308	 0.111601	 6.8492	 0.113585	 0.0185583	 9.11712	 0.747238	 0.0433714	 -9.08432	 0.00116033	 	0.0160331	0.534807	0.944003	-84.6811
1778	 17.78-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000264504	 -0.0316561	 0.111601	 6.84921	 0.113585	 0.0185582	 9.11713	 0.747238	 0.0433714	 -9.08433	 0.00115054	 	0.0160331	0.535236	0.944012	-84.6811
1779	 17.79-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000264715	 -0.0316814	 0.111601	 6.84921	 0.113585	 0.0185582	 9.11715	 0.747238	 0.0433714	 -9.08433	 0.00114082	 	0.0160331	0.535665	0.944021	-84.6811
1780	 17.8-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000264925	 -0.0317066	 0.111601	 6.84922	 0.113585	 0.0185582	 9.11717	 0.747238	 0.0433714	 -9.08434	 0.00113119	 	0.016033	0.536093	0.944029	-84.6811
1781	 17.81-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000265136	 -0.0317318	 0.1116	 6.84922	 0.113585	 0.0185582	 9.11719	 0.747238	 0.0433714	 -9.08434	 0.00112163	 	0.016033	0.53652	0.944038	-84.6811
1782	 17.82-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000265346	 -0.0317569	 0.1116	 6.84922	 0.113585	 0.0185581	 9.11721	 0.747238	 0.0433714	 -9.08434	 0.00111214	 	0.016033	0.536947	0.944047	-84.6812
1783	 17.83-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000265556	 -0.031782	 0.1116	 6.84923	 0.113585	 0.0185581	 9.11723	 0.747238	 0.0433714	 -9.08435	 0.00110274	 	0.016033	0.537373	0.944056	-84.6812
1784	 17.84-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000265765	 -0.0318071	 0.1116	 6.84923	 0.113585	 0.0185581	 9.11725	 0.747238	 0.0433714	 -9.08435	 0.00109341	 	0.0160329	0.537799	0.944064	-84.6812
1785	 17.85-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000265975	 -0.0318322	 0.1116	 6.84924	 0.113585	 0.0185581	 9.11727	 0.747238	 0.0433713	 -9.08435	 0.00108415	 	0.0160329	0.538224	0.944073	-84.6812
1786	 17.86-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000266184	 -0.0318572	 0.1116	 6.84924	 0.113585	 0.0185581	 9.11729	 0.747239	 0.0433713	 -9.08435	 0.00107497	 	0.0160329	0.538649	0.944081	-84.6812
1787	 17.87-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000266392	 -0.0318822	 0.1116	 6.84925	 0.113585	 0.018558	 9.11731	 0.747239	 0.0433713	 -9.08436	 0.00106587	 	0.0160329	0.539073	0.94409	-84.6812
1788	 17.88-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000266601	 -0.0319071	 0.1116	 6.84925	 0.113585	 0.018558	 9.11733	 0.747239	 0.0433713	 -9.08436	 0.00105684	 	0.0160328	0.539497	0.944098	-84.6812
1789	 17.89-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000266809	 -0.031932	 0.1116	 6.84925	 0.113586	 0.018558	 9.11734	 0.747239	 0.0433713	 -9.08436	 0.00104788	 	0.0160328	0.53992	0.944106	-84.6812
1790	 17.9-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000267017	 -0.0319569	 0.1116	 6.84926	 0.113586	 0.018558	 9.11736	 0.747239	 0.0433713	 -9.08437	 0.00103899	 	0.0160328	0.540342	0.944114	-84.6812
1791	 17.91-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000267225	 -0.0319818	 0.1116	 6.84926	 0.113586	 0.018558	 9.11738	 0.747239	 0.0433713	 -9.08437	 0.00103017	 	0.0160328	0.540764	0.944122	-84.6812
1792	 17.92-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000267432	 -0.0320066	 0.111599	 6.84927	 0.113586	 0.018558	 9.1174	 0.747239	 0.0433713	 -9.08437	 0.00102143	 	0.0160327	0.541185	0.944131	-84.6813
1793	 17.93-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000267639	 -0.0320314	 0.111599	 6.84927	 0.113586	 0.0185579	 9.11742	 0.747239	 0.0433713	 -9.08438	 0.00101275	 	0.0160327	0.541606	0.944139	-84.6813
1794	 17.94-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000267846	 -0.0320562	 0.111599	 6.84927	 0.113586	 0.0185579	 9.11744	 0.747239	 0.0433713	 -9.08438	 0.00100415	 	0.0160327	0.542026	0.944146	-84.6813
1795	 17.95-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000268053	 -0.0320809	 0.111599	 6.84928	 0.113586	 0.0185579	 9.11746	 0.747239	 0.0433713	 -9.08438	 0.000995615	 	0.0160327	0.542445	0.944154	-84.6813
1796	 17.96-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000268259	 -0.0321056	 0.111599	 6.84928	 0.113586	 0.0185579	 9.11748	 0.74724	 0.0433713	 -9.08439	 0.000987149	 	0.0160326	0.542865	0.944162	-84.6813
1797	 17.97-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000268465	 -0.0321303	 0.111599	 6.84928	 0.113586	 0.0185579	 9.1175	 0.74724	 0.0433713	 -9.08439	 0.000978751	 	0.0160326	0.543283	0.94417	-84.6813
1798	 17.98-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000268671	 -0.0321549	 0.111599	 6.84929	 0.113586	 0.0185578	 9.11752	 0.74724	 0.0433713	 -9.08439	 0.000970421	 	0.0160326	0.543701	0.944178	-84.6813
1799	 17.99-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000268877	 -0.0321795	 0.111599	 6.84929	 0.113586	 0.0185578	 9.11754	 0.74724	 0.0433713	 -9.08439	 0.000962158	 	0.0160326	0.544118	0.944185	-84.6813
1800	 18-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000269082	 -0.0322041	 0.111599	 6.8493	 0.113586	 0.0185578	 9.11756	 0.74724	 0.0433713	 -9.0844	 0.000953962	 	0.0160326	0.544535	0.944193	-84.6813
1801	 18.01-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000269287	 -0.0322286	 0.111599	 6.8493	 0.113586	 0.0185578	 9.11757	 0.74724	 0.0433713	 -9.0844	 0.000945832	 	0.0160325	0.544951	0.9442	-84.6813
1802	 18.02-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000269492	 -0.0322531	 0.111599	 6.8493	 0.113586	 0.0185578	 9.11759	 0.74724	 0.0433713	 -9.0844	 0.000937767	 	0.0160325	0.545367	0.944208	-84.6814
1803	 18.03-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000269696	 -0.0322776	 0.111599	 6.84931	 0.113586	 0.0185578	 9.11761	 0.74724	 0.0433713	 -9.08441	 0.000929767	 	0.0160325	0.545782	0.944215	-84.6814
1804	 18.04-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.0002699	 -0.032302	 0.111599	 6.84931	 0.113586	 0.0185577	 9.11763	 0.74724	 0.0433712	 -9.08441	 0.000921832	 	0.0160325	0.546197	0.944222	-84.6814
1805	 18.05-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000270104	 -0.0323264	 0.111598	 6.84931	 0.113586	 0.0185577	 9.11765	 0.74724	 0.0433712	 -9.08441	 0.000913961	 	0.0160324	0.546611	0.94423	-84.6814
1806	 18.06-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000270308	 -0.0323508	 0.111598	 6.84932	 0.113586	 0.0185577	 9.11767	 0.74724	 0.0433712	 -9.08441	 0.000906153	 	0.0160324	0.547025	0.944237	-84.6814
1807	 18.07-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000270511	 -0.0323752	 0.111598	 6.84932	 0.113587	 0.0185577	 9.11769	 0.747241	 0.0433712	 -9.08442	 0.000898409	 	0.0160324	0.547438	0.944244	-84.6814
1808	 18.08-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000270715	 -0.0323995	 0.111598	 6.84932	 0.113587	 0.0185577	 9.11771	 0.747241	 0.0433712	 -9.08442	 0.000890726	 	0.0160324	0.54785	0.944251	-84.6814
1809	 18.09-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000270917	 -0.0324238	 0.111598	 6.84933	 0.113587	 0.0185577	 9.11773	 0.747241	 0.0433712	 -9.08442	 0.000883106	 	0.0160324	0.548262	0.944258	-84.6814
1810	 18.1-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.00027112	 -0.032448	 0.111598	 6.84933	 0.113587	 0.0185576	 9.11775	 0.747241	 0.0433712	 -9.08443	 0.000875547	 	0.0160323	0.548673	0.944265	-84.6814
1811	 18.11-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000271323	 -0.0324723	 0.111598	 6.84933	 0.113587	 0.0185576	 9.11777	 0.747241	 0.0433712	 -9.08443	 0.000868049	 	0.0160323	0.549084	0.944272	-84.6814
1812	 18.12-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000271525	 -0.0324965	 0.111598	 6.84934	 0.113587	 0.0185576	 9.11779	 0.747241	 0.0433712	 -9.08443	 0.000860611	 	0.0160323	0.549495	0.944279	-84.6814
1813	 18.13-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000271727	 -0.0325206	 0.111598	 6.84934	 0.113587	 0.0185576	 9.11781	 0.747241	 0.0433712	 -9.08443	 0.000853234	 	0.0160323	0.549904	0.944286	-84.6815
1814	 18.14-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000271928	 -0.0325448	 0.111598	 6.84934	 0.113587	 0.0185576	 9.11783	 0.747241	 0.0433712	 -9.08444	 0.000845916	 	0.0160323	0.550314	0.944293	-84.6815
1815	 18.15-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000272129	 -0.0325689	 0.111598	 6.84935	 0.113587	 0.0185576	 9.11785	 0.747241	 0.0433712	 -9.08444	 0.000838657	 	0.0160322	0.550722	0.944299	-84.6815
1816	 18.16-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000272331	 -0.0325929	 0.111598	 6.84935	 0.113587	 0.0185575	 9.11787	 0.747241	 0.0433712	 -9.08444	 0.000831456	 	0.0160322	0.55113	0.944306	-84.6815
1817	 18.17-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000272531	 -0.032617	 0.111598	 6.84935	 0.113587	 0.0185575	 9.11788	 0.747241	 0.0433712	 -9.08444	 0.000824314	 	0.0160322	0.551538	0.944313	-84.6815
1818	 18.18-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000272732	 -0.032641	 0.111597	 6.84936	 0.113587	 0.0185575	 9.1179	 0.747242	 0.0433712	 -9.08445	 0.000817229	 	0.0160322	0.551945	0.944319	-84.6815
1819	 18.19-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000272932	 -0.0326649	 0.111597	 6.84936	 0.113587	 0.0185575	 9.11792	 0.747242	 0.0433712	 -9.08445	 0.000810201	 	0.0160322	0.552351	0.944326	-84.6815
1820	 18.2-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000273132	 -0.0326889	 0.111597	 6.84936	 0.113587	 0.0185575	 9.11794	 0.747242	 0.0433712	 -9.08445	 0.00080323	 	0.0160321	0.552757	0.944332	-84.6815
1821	 18.21-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000273332	 -0.0327128	 0.111597	 6.84937	 0.113587	 0.0185575	 9.11796	 0.747242	 0.0433712	 -9.08445	 0.000796315	 	0.0160321	0.553163	0.944339	-84.6815
1822	 18.22-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000273532	 -0.0327367	 0.111597	 6.84937	 0.113587	 0.0185575	 9.11798	 0.747242	 0.0433712	 -9.08446	 0.000789456	 	0.0160321	0.553568	0.944345	-84.6815
1823	 18.23-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000273731	 -0.0327605	 0.111597	 6.84937	 0.113587	 0.0185574	 9.118	 0.747242	 0.0433712	 -9.08446	 0.000782652	 	0.0160321	0.553972	0.944351	-84.6815
1824	 18.24-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.00027393	 -0.0327843	 0.111597	 6.84937	 0.113587	 0.0185574	 9.11802	 0.747242	 0.0433712	 -9.08446	 0.000775903	 	0.0160321	0.554376	0.944357	-84.6815
1825	 18.25-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000274129	 -0.0328081	 0.111597	 6.84938	 0.113587	 0.0185574	 9.11804	 0.747242	 0.0433711	 -9.08446	 0.000769209	 	0.0160321	0.554779	0.944364	-84.6815
1826	 18.26-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000274327	 -0.0328319	 0.111597	 6.84938	 0.113587	 0.0185574	 9.11806	 0.747242	 0.0433711	 -9.08446	 0.000762568	 	0.016032	0.555182	0.94437	-84.6816
1827	 18.27-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000274525	 -0.0328556	 0.111597	 6.84938	 0.113587	 0.0185574	 9.11808	 0.747242	 0.0433711	 -9.08447	 0.000755982	 	0.016032	0.555584	0.944376	-84.6816
1828	 18.28-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000274723	 -0.0328793	 0.111597	 6.84939	 0.113587	 0.0185574	 9.1181	 0.747242	 0.0433711	 -9.08447	 0.000749448	 	0.016032	0.555986	0.944382	-84.6816
1829	 18.29-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000274921	 -0.032903	 0.111597	 6.84939	 0.113588	 0.0185574	 9.11812	 0.747242	 0.0433711	 -9.08447	 0.000742967	 	0.016032	0.556387	0.944388	-84.6816
1830	 18.3-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000275119	 -0.0329266	 0.111597	 6.84939	 0.113588	 0.0185573	 9.11814	 0.747242	 0.0433711	 -9.08447	 0.000736538	 	0.016032	0.556788	0.944394	-84.6816
1831	 18.31-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000275316	 -0.0329502	 0.111597	 6.84939	 0.113588	 0.0185573	 9.11816	 0.747243	 0.0433711	 -9.08448	 0.000730161	 	0.0160319	0.557188	0.9444	-84.6816
1832	 18.32-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000275513	 -0.0329738	 0.111597	 6.8494	 0.113588	 0.0185573	 9.11818	 0.747243	 0.0433711	 -9.08448	 0.000723835	 	0.0160319	0.557587	0.944406	-84.6816
1833	 18.33-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000275709	 -0.0329973	 0.111597	 6.8494	 0.113588	 0.0185573	 9.1182	 0.747243	 0.0433711	 -9.08448	 0.000717561	 	0.0160319	0.557986	0.944412	-84.6816
1834	 18.34-54.4	 0.3	 1	 -85	 36	 35	 120	 0	 0.000275906	 -0.0330209	 0.111596	 6.8494	 0.113588	 0.0185573	 9.11821	 0.747243	 0.0433711	 -9.08448	 0.000711337	 	0.0160319	0.558385	0.944417	-84.6816
