iteration	t(ms)	m	h	n	V(mV)	E_L(mV)	g_L(mS_per_cm2)	Cm(microF_per_cm2)	E_K(mV)	g_K(milliS_per_cm2)	E_Na(mV)	g_Na(mS_per_cm2)	i_stim(microA_per_cm2)	Na_conductance(mS_per_cm2)	i_Na(microA_per_cm2)	alpha_m(per_ms)	beta_m(per_ms)	alpha_h(per_ms)	beta_h(per_ms)	i_K(microA_per_cm2)	alpha_n(per_ms)	beta_n(per_ms)	i_L(microA_per_cm2)	i_tot(microA_per_cm2)
1004	10.04	0.053939611	0.600950264	0.317297536	-73.92811095	-64.387	0.3	1	-87	36	40	120	20	0.011193062	-1.277387195	0.237438512	3.809808297	0.066997232	0.051548276	4.697199128	0.061225992	0.123637358	-2.920836359	-19.50102443
1005	10.05	0.054183201	0.600899463	0.317328891	-73.73429284	-64.387	0.3	1	-87	36	40	120	20	0.01131731	-1.289359713	0.240623404	3.768755985	0.066347149	0.052510083	4.769882162	0.061915436	0.123336344	-2.862333286	-19.38181084
1006	10.06	0.054469179	0.600840323	0.317365852	-73.54163043	-64.387	0.3	1	-87	36	40	120	20	0.01147036	-1.304573257	0.243825276	3.728392952	0.06570729	0.053482787	4.842519305	0.062606468	0.123037895	-2.804187853	-19.2662418
1007	10.07	0.054795855	0.600772829	0.317408413	-73.35008828	-64.387	0.3	1	-87	36	40	120	20	0.011651794	-1.322963701	0.247044372	3.688699029	0.065077363	0.054466523	4.915138208	0.063299132	0.122741942	-2.746389128	-19.15421462
1008	10.08	0.055161662	0.600696962	0.317456565	-73.15963181	-64.387	0.3	1	-87	36	40	120	20	0.011861365	-1.344486749	0.25028094	3.64965484	0.064457085	0.055461423	4.987766065	0.063993472	0.122448415	-2.688926484	-19.04564717
1009	10.09	0.055565139	0.600612703	0.317510303	-72.97022705	-64.387	0.3	1	-87	36	40	120	20	0.012098978	-1.369115947	0.253535235	3.611241734	0.063846185	0.056467627	5.0604297	0.064689533	0.122157248	-2.631789542	-18.94047579
1010	10.1	0.056004931	0.600520029	0.31756962	-72.78184052	-64.387	0.3	1	-87	36	40	120	20	0.012364683	-1.396840996	0.25680752	3.573441715	0.063244401	0.057485276	5.133155653	0.065387362	0.121868376	-2.574968115	-18.83865346
1011	10.11	0.056479776	0.600418917	0.317634512	-72.59443903	-64.387	0.3	1	-87	36	40	120	20	0.012658654	-1.427666321	0.260098069	3.536237393	0.062651478	0.058514517	5.205970251	0.066087008	0.121581734	-2.518452155	-18.74014822
1012	10.12	0.056988503	0.600309344	0.317704971	-72.40798961	-64.387	0.3	1	-87	36	40	120	20	0.01298119	-1.46160985	0.263407172	3.49961193	0.06206717	0.059555505	5.278899678	0.066788521	0.12129726	-2.46223171	-18.64494188
1013	10.13	0.057530022	0.60019128	0.317780995	-72.22245933	-64.387	0.3	1	-87	36	40	120	20	0.0133327	-1.498701991	0.266735133	3.463548994	0.06149124	0.060608398	5.351970043	0.067491955	0.121014891	-2.406296884	-18.55302883
1014	10.14	0.058103318	0.6000647	0.317862579	-72.03781517	-64.387	0.3	1	-87	36	40	120	20	0.013713697	-1.538984765	0.270082278	3.428032721	0.060923453	0.061673367	5.425207437	0.068197367	0.120734567	-2.350637798	-18.46441513
1015	10.15	0.058707451	0.599929571	0.31794972	-71.854024	-64.387	0.3	1	-87	36	40	120	20	0.014124794	-1.582511071	0.27344895	3.393047678	0.060363583	0.062750586	5.498637994	0.068904818	0.120456227	-2.295244552	-18.37911763
1016	10.16	0.059341547	0.599785862	0.318042413	-71.67105236	-64.387	0.3	1	-87	36	40	120	20	0.014566701	-1.629344082	0.27683552	3.358578828	0.05981141	0.063840242	5.572287944	0.069614371	0.12017981	-2.240107199	-18.29716334
1017	10.17	0.060004795	0.59963354	0.318140658	-71.48886648	-64.387	0.3	1	-87	36	40	120	20	0.015040216	-1.67955674	0.280242381	3.324611502	0.059266716	0.064942532	5.646183672	0.070326098	0.119905255	-2.185215709	-18.21858878
1018	10.18	0.060696442	0.599472568	0.318244452	-71.30743208	-64.387	0.3	1	-87	36	40	120	20	0.015546228	-1.733231345	0.283669956	3.291131372	0.058729289	0.066057664	5.720351765	0.071040071	0.119632503	-2.130559943	-18.14343952
1019	10.19	0.061415793	0.59930291	0.318353793	-71.12671438	-64.387	0.3	1	-87	36	40	120	20	0.016085711	-1.790459227	0.287118697	3.258124422	0.058198923	0.067185857	5.794819065	0.071756372	0.119361492	-2.076129625	-18.07176979
1020	10.2	0.062162203	0.599124526	0.318468682	-70.94667796	-64.387	0.3	1	-87	36	40	120	20	0.016659725	-1.851340485	0.290589091	3.225576929	0.057675413	0.068327347	5.869612721	0.072475084	0.119092162	-2.021914315	-18.00364208
1021	10.21	0.062935077	0.598937375	0.31858912	-70.76728669	-64.387	0.3	1	-87	36	40	120	20	0.017269411	-1.915983798	0.294081656	3.19347544	0.057158559	0.069482381	5.944760239	0.073196301	0.118824452	-1.967903389	-17.93912695
1022	10.22	0.063733868	0.598741413	0.318715105	-70.58850367	-64.387	0.3	1	-87	36	40	120	20	0.017915996	-1.984506292	0.297596951	3.161806754	0.056648164	0.070651224	6.02028953	0.073920121	0.1185583	-1.914086008	-17.87830277
1023	10.23	0.064558073	0.598536595	0.318846642	-70.41029111	-64.387	0.3	1	-87	36	40	120	20	0.018600789	-2.05703346	0.301135574	3.1305579	0.056144034	0.071834155	6.096228964	0.074646649	0.118293643	-1.8604511	-17.8212556
1024	10.24	0.06540723	0.598322873	0.318983732	-70.23261032	-64.387	0.3	1	-87	36	40	120	20	0.019325183	-2.133699134	0.304698164	3.099716122	0.055645978	0.073031474	6.172607418	0.075375998	0.118030419	-1.806987333	-17.76807905
1025	10.25	0.06628092	0.598100197	0.319126379	-70.05542158	-64.387	0.3	1	-87	36	40	120	20	0.020090656	-2.214645499	0.308285408	3.069268866	0.055153806	0.074243498	6.249454332	0.076108288	0.117768563	-1.753683096	-17.71887426
1026	10.26	0.067178759	0.597868515	0.319274589	-69.87868408	-64.387	0.3	1	-87	36	40	120	20	0.020898772	-2.300023156	0.311898038	3.039203759	0.054667333	0.075470566	6.326799758	0.076843649	0.117508011	-1.700526473	-17.67374987
1027	10.27	0.068100403	0.597627773	0.319428365	-69.70235586	-64.387	0.3	1	-87	36	40	120	20	0.021751182	-2.389991227	0.31553684	3.009508601	0.054186372	0.076713038	6.404674417	0.077582219	0.117248696	-1.647505223	-17.63282203
1028	10.28	0.069045543	0.597377912	0.319587716	-69.52639371	-64.387	0.3	1	-87	36	40	120	20	0.022649627	-2.484717493	0.31920265	2.980171346	0.053710743	0.077971297	6.483109753	0.078324145	0.116990553	-1.594606757	-17.5962145
1029	10.29	0.070013902	0.597118872	0.319752649	-69.35075313	-64.387	0.3	1	-87	36	40	120	20	0.023595943	-2.584378585	0.322896365	2.951180096	0.053240263	0.079245751	6.562137994	0.079069583	0.116733512	-1.541818114	-17.56405871
1030	10.3	0.071005241	0.596850591	0.319923174	-69.17538819	-64.387	0.3	1	-87	36	40	120	20	0.024592059	-2.689160198	0.326618939	2.922523083	0.052774752	0.080536836	6.641792207	0.079818701	0.116477504	-1.489125938	-17.53649393
1031	10.31	0.072019348	0.596573002	0.320099301	-69.00025151	-64.387	0.3	1	-87	36	40	120	20	0.025640004	-2.79925736	0.330371391	2.894188659	0.052314033	0.081845014	6.722106366	0.080571677	0.116222457	-1.436516456	-17.51366745
1032	10.32	0.073056046	0.596286037	0.320281041	-68.82529416	-64.387	0.3	1	-87	36	40	120	20	0.026741908	-2.914874731	0.334154807	2.866165291	0.051857928	0.083170779	6.803115412	0.0813287	0.1159683	-1.383975454	-17.49573477
1033	10.33	0.074115189	0.595989622	0.320468409	-68.65046557	-64.387	0.3	1	-87	36	40	120	20	0.027900011	-3.036226945	0.337970343	2.83844154	0.05140626	0.084514654	6.884855324	0.082089972	0.115714959	-1.331488249	-17.48285987
1034	10.34	0.075196659	0.595683682	0.32066142	-68.47571341	-64.387	0.3	1	-87	36	40	120	20	0.029116663	-3.163538997	0.341819232	2.811006061	0.050958854	0.085877199	6.967363187	0.082855705	0.115462356	-1.27903967	-17.47521548
1035	10.35	0.076300369	0.595368137	0.320860089	-68.30098358	-64.387	0.3	1	-87	36	40	120	20	0.03039433	-3.297046668	0.345702784	2.783847587	0.050515535	0.087259009	7.050677269	0.083626127	0.115210415	-1.226614023	-17.47298342
1036	10.36	0.077426263	0.595042903	0.321064435	-68.12622003	-64.387	0.3	1	-87	36	40	120	20	0.031735603	-3.436997001	0.349622393	2.756954923	0.050076129	0.088660716	7.134837095	0.084401478	0.114959056	-1.174195073	-17.47635498
1037	10.37	0.078574313	0.594707893	0.321274479	-67.95136471	-64.387	0.3	1	-87	36	40	120	20	0.033143199	-3.583648823	0.353579541	2.730316935	0.049640461	0.090082993	7.219883535	0.085182014	0.114708197	-1.121766008	-17.4855313
1038	10.38	0.07974452	0.594363015	0.321490242	-67.77635748	-64.387	0.3	1	-87	36	40	120	20	0.034619973	-3.737273311	0.357575804	2.703922542	0.049208358	0.091526558	7.305858886	0.085968004	0.114457754	-1.069309414	-17.50072384
1039	10.39	0.080936914	0.594008172	0.321711749	-67.60113593	-64.387	0.3	1	-87	36	40	120	20	0.036168922	-3.898154624	0.361612855	2.677760705	0.048779645	0.092992173	7.392806964	0.086759736	0.114207641	-1.016807243	-17.5221549
1040	10.4	0.082151557	0.593643263	0.321939026	-67.42563535	-64.387	0.3	1	-87	36	40	120	20	0.037793194	-4.066590578	0.365692473	2.651820425	0.048354149	0.09448065	7.480773203	0.087557511	0.113957769	-0.964240778	-17.55005815
1041	10.41	0.083388538	0.593268182	0.322172101	-67.24978855	-64.387	0.3	1	-87	36	40	120	20	0.039496098	-4.242893392	0.369816544	2.626090727	0.047931697	0.095992852	7.569804753	0.088361652	0.113708048	-0.911590604	-17.58467924
1042	10.42	0.084647977	0.592882816	0.322411006	-67.07352579	-64.387	0.3	1	-87	36	40	120	20	0.041281112	-4.427390494	0.373987073	2.600560655	0.047512112	0.097529698	7.659950594	0.089172498	0.113458382	-0.858836566	-17.62627647
1043	10.43	0.085930024	0.592487048	0.322655774	-66.89677457	-64.387	0.3	1	-87	36	40	120	20	0.043151894	-4.620425397	0.378206186	2.575219267	0.047095221	0.099092165	7.751261649	0.089990407	0.113208676	-0.805957736	-17.67512148
1044	10.44	0.08723486	0.592080755	0.322906441	-66.71945957	-64.387	0.3	1	-87	36	40	120	20	0.045112293	-4.82235865	0.38247614	2.55005562	0.046680848	0.100681294	7.843790903	0.09081576	0.11295883	-0.752932372	-17.73150012
1045	10.45	0.088562698	0.591663807	0.323163046	-66.54150244	-64.387	0.3	1	-87	36	40	120	20	0.047166364	-5.033568871	0.386799332	2.525058769	0.046268816	0.102298191	7.937593539	0.091648959	0.112708741	-0.699737872	-17.7957132
1046	10.46	0.089913783	0.591236066	0.323425632	-66.36282166	-64.387	0.3	1	-87	36	40	120	20	0.049318376	-5.254453862	0.391178301	2.500217755	0.045858949	0.103944035	8.032727075	0.092490429	0.112458304	-0.646350732	-17.86807752
1047	10.47	0.091288392	0.59079739	0.323694243	-66.1833324	-64.387	0.3	1	-87	36	40	120	20	0.051572831	-5.485431827	0.395615746	2.475521597	0.045451068	0.105620078	8.12925151	0.093340617	0.112207407	-0.592746499	-17.94892682
1048	10.48	0.092686838	0.590347626	0.323968928	-66.00294627	-64.387	0.3	1	-87	36	40	120	20	0.053934479	-5.72694268	0.400114527	2.450959289	0.045044994	0.107327656	8.227229486	0.0942	0.111955939	-0.538899719	-18.03861291
1049	10.49	0.094109467	0.589886616	0.324249739	-65.8215712	-64.387	0.3	1	-87	36	40	120	20	0.056408333	-5.979449473	0.404677681	2.426519783	0.044640546	0.109068188	8.326726456	0.09506908	0.111703782	-0.48478388	-18.1375069
1050	10.5	0.095556663	0.589414191	0.324536732	-65.63911119	-64.387	0.3	1	-87	36	40	120	20	0.05899969	-6.243439938	0.409308432	2.402191991	0.044237542	0.110843189	8.427810863	0.095948386	0.111450816	-0.43037136	-18.24600043
1051	10.51	0.097028847	0.588930174	0.324829965	-65.65546612	-64.387	0.3	1	-87	36	40	120	0	0.061714152	-6.519428158	0.414010202	2.37796477	0.043835799	0.112654269	8.530554338	0.09683848	0.111196914	-0.375633358	1.635492822
1052	10.52	0.098454009	0.588448024	0.325121975	-65.66900077	-64.387	0.3	1	-87	36	40	120	0	0.064557643	-6.820867911	0.413586976	2.380126387	0.04387166	0.112490883	8.554872065	0.09675847	0.111219649	-0.380539837	1.353464317
1053	10.53	0.099834438	0.587967546	0.325412869	-65.6797477	-64.387	0.3	1	-87	36	40	120	0	0.067389087	-7.120937507	0.413236998	2.381916736	0.043901359	0.112355829	8.580231347	0.09669229	0.111238467	-0.38460023	1.07469361
1054	10.54	0.101172362	0.587488545	0.325702756	-65.6877421	-64.387	0.3	1	-87	36	40	120	0	0.070206244	-7.419378125	0.412959276	2.383339289	0.043924956	0.112248692	8.606641962	0.096639763	0.111253411	-0.38782431	0.799439527
1055	10.55	0.102469946	0.587010832	0.32599174	-65.69302122	-64.387	0.3	1	-87	36	40	120	0	0.073007305	-7.715977242	0.412752783	2.384398044	0.043942517	0.112169054	8.634112351	0.096600702	0.111264529	-0.390222629	0.52791248
1056	10.56	0.103729295	0.586534222	0.326279926	-65.695624	-64.387	0.3	1	-87	36	40	120	0	0.075790869	-8.01056596	0.41261647	2.385097454	0.043954117	0.112116491	8.662649794	0.096574914	0.111271872	-0.391806366	0.260277467
1057	10.57	0.104952451	0.586058532	0.326567415	-65.69559057	-64.387	0.3	1	-87	36	40	120	0	0.078555913	-8.303016291	0.412549278	2.38544236	0.043959838	0.112090584	8.692260592	0.096562201	0.111275492	-0.392587199	-0.003342899
1058	10.58	0.106141395	0.585583581	0.326854308	-65.69296191	-64.387	0.3	1	-87	36	40	120	0	0.081301769	-8.593238448	0.41255014	2.38543793	0.043959764	0.112090917	8.722950233	0.096562364	0.111275446	-0.39257717	-0.262865386
1059	10.59	0.107298049	0.585109194	0.327140703	-65.68777948	-64.387	0.3	1	-87	36	40	120	0	0.084028094	-8.881178161	0.412618002	2.385089595	0.043953987	0.112117081	8.754723554	0.096575204	0.111271789	-0.391788574	-0.518243181
1060	10.6	0.108424275	0.584635199	0.327426697	-65.68008485	-64.387	0.3	1	-87	36	40	120	0	0.086734853	-9.166814064	0.412751817	2.384402996	0.043942599	0.112168681	8.787584897	0.09660052	0.111264581	-0.390233844	-0.769463012
1061	10.61	0.109521875	0.584161425	0.327712384	-65.66991943	-64.387	0.3	1	-87	36	40	120	0	0.08942229	-9.450155156	0.412950566	2.38338393	0.043925696	0.112245332	8.821538249	0.096638116	0.11125388	-0.387925455	-1.016542363
1062	10.62	0.110592596	0.583687706	0.327997858	-65.65732416	-64.387	0.3	1	-87	36	40	120	0	0.092090904	-9.731238375	0.413213252	2.382038304	0.043903376	0.112346667	8.856587385	0.096687799	0.111239744	-0.384875828	-1.259526818
1063	10.63	0.111638126	0.583213879	0.328283209	-65.64233928	-64.387	0.3	1	-87	36	40	120	0	0.094741433	-10.01012628	0.413538917	2.380372087	0.043875736	0.112472335	8.892735997	0.096749383	0.111222232	-0.381097248	-1.498487526
1064	10.64	0.112660101	0.582739783	0.328568528	-65.6250041	-64.387	0.3	1	-87	36	40	120	0	0.09737483	-10.28690485	0.413926639	2.378391268	0.043842874	0.112622004	8.929987815	0.096822685	0.111201401	-0.376601785	-1.733518819
1065	10.65	0.113660102	0.58226526	0.328853902	-65.60535674	-64.387	0.3	1	-87	36	40	120	0	0.099992247	-10.56168146	0.41437554	2.376101823	0.04380489	0.112795365	8.968346723	0.09690753	0.111177307	-0.371401229	-1.964735967
1066	10.66	0.114639658	0.581790154	0.329139418	-65.58343401	-64.387	0.3	1	-87	36	40	120	0	0.102595013	-10.83458294	0.414884794	2.373509675	0.043761878	0.112992131	9.007816868	0.097003753	0.111150006	-0.365507021	-2.192273097
1067	10.67	0.115600248	0.581314314	0.32942516	-65.55927119	-64.387	0.3	1	-87	36	40	120	0	0.105184624	-11.10575382	0.415453622	2.370620667	0.043713936	0.113212038	9.048402761	0.097111195	0.111119552	-0.358930202	-2.416281258
1068	10.68	0.116543303	0.580837588	0.329711213	-65.53290193	-64.387	0.3	1	-87	36	40	120	0	0.107762724	-11.37535466	0.416081306	2.367440532	0.043661155	0.113454847	9.090109372	0.097229708	0.111085995	-0.351681358	-2.636926643
1069	10.69	0.117470206	0.580359827	0.329997658	-65.50435804	-64.387	0.3	1	-87	36	40	120	0	0.110331095	-11.64356061	0.416767184	2.363974868	0.043603627	0.113720348	9.132942226	0.097359155	0.111049385	-0.343770578	-2.854388963
1070	10.7	0.118382296	0.579880886	0.330284577	-65.47366944	-64.387	0.3	1	-87	36	40	120	0	0.11289164	-11.91056004	0.417510656	2.360229114	0.043541441	0.114008353	9.176907479	0.097499407	0.11100977	-0.335207411	-3.068859972
1071	10.71	0.119280868	0.579400619	0.330572049	-65.44086402	-64.387	0.3	1	-87	36	40	120	0	0.11544638	-12.1765533	0.418311189	2.356208535	0.043474681	0.114318707	9.222012005	0.097650349	0.110967194	-0.326000831	-3.280542128
1072	10.72	0.120167175	0.578918883	0.330860153	-65.40596754	-64.387	0.3	1	-87	36	40	120	0	0.117997437	-12.44175168	0.419168314	2.351918201	0.043403429	0.114651283	9.268263472	0.097811876	0.110921699	-0.316159205	-3.489647408
1073	10.73	0.121042431	0.578435537	0.331148966	-65.36900358	-64.387	0.3	1	-87	36	40	120	0	0.120547031	-12.70637639	0.420081632	2.347362971	0.043327764	0.115005981	9.315670412	0.097983896	0.110873325	-0.305690263	-3.696396245
1074	10.74	0.121907813	0.577950439	0.331438567	-65.32999341	-64.387	0.3	1	-87	36	40	120	0	0.123097471	-12.97065782	0.421050815	2.342547481	0.043247759	0.115382734	9.36424229	0.098166329	0.110822108	-0.294601074	-3.9010166
1075	10.75	0.12276446	0.577463451	0.33172903	-65.28895598	-64.387	0.3	1	-87	36	40	120	0	0.125651149	-13.2348347	0.42207561	2.337476136	0.043163486	0.115781507	9.413989576	0.098359107	0.110768081	-0.282898024	-4.103743151
1076	10.76	0.123613478	0.576974433	0.332020431	-65.24590782	-64.387	0.3	1	-87	36	40	120	0	0.128210537	-13.49915362	0.423155836	2.332153094	0.043075011	0.116202295	9.464923803	0.098562178	0.110711275	-0.270586795	-4.304816612
1077	10.77	0.124455941	0.576483247	0.332312844	-65.20086298	-64.387	0.3	1	-87	36	40	120	0	0.130778181	-13.76386843	0.42429139	2.326582263	0.042982396	0.116645128	9.517057636	0.0987755	0.110651717	-0.257672345	-4.504483143
1078	10.78	0.125292893	0.575989755	0.332606346	-65.15383305	-64.387	0.3	1	-87	36	40	120	0	0.1333567	-14.02923991	0.425482248	2.320767292	0.042885698	0.117110068	9.570404928	0.098999047	0.110589431	-0.244158895	-4.702993881
1079	10.79	0.126125348	0.57549382	0.332901008	-65.104827	-64.387	0.3	1	-87	36	40	120	0	0.135948781	-14.29553543	0.426728464	2.314711565	0.042784971	0.117597212	9.624980785	0.099232807	0.110524438	-0.230049914	-4.900604563
1080	10.8	0.126954295	0.574995303	0.333196905	-65.05385125	-64.387	0.3	1	-87	36	40	120	0	0.138557183	-14.56302877	0.428030177	2.308418199	0.042680263	0.118106692	9.680801626	0.099476781	0.110456754	-0.2153481	-5.097575246
1081	10.81	0.127780697	0.574494068	0.33349411	-65.00090955	-64.387	0.3	1	-87	36	40	120	0	0.141184733	-14.83199998	0.429387606	2.301890039	0.042571619	0.118638677	9.737885242	0.099730985	0.110386393	-0.200055374	-5.294170109
1082	10.82	0.128605494	0.573989975	0.333792697	-64.94600297	-64.387	0.3	1	-87	36	40	120	0	0.143834329	-15.10273534	0.430801059	2.295129654	0.042459077	0.119193373	9.796250858	0.099995452	0.110313367	-0.184172864	-5.490657349
1083	10.83	0.129429606	0.573482885	0.334092739	-64.88912988	-64.387	0.3	1	-87	36	40	120	0	0.146508938	-15.37552745	0.432270929	2.288139337	0.042342673	0.119771023	9.855919196	0.100270228	0.110237681	-0.167700892	-5.68730915
1084	10.84	0.130253934	0.572972659	0.33439431	-64.83028586	-64.387	0.3	1	-87	36	40	120	0	0.149211604	-15.6506753	0.433797701	2.280921104	0.042222436	0.120371911	9.91691254	0.100555375	0.11015934	-0.150638964	-5.884401728
1085	10.85	0.131079358	0.572459155	0.334697484	-64.76946371	-64.387	0.3	1	-87	36	40	120	0	0.151945446	-15.92848449	0.435381949	2.273476693	0.042098392	0.120996359	9.979254798	0.100850971	0.110078342	-0.132985759	-6.082215452
1086	10.86	0.131906747	0.571942229	0.335002336	-64.70665336	-64.387	0.3	1	-87	36	40	120	0	0.154713663	-16.2092675	0.437024344	2.26580756	0.04197056	0.121644733	10.04297157	0.10115711	0.109994684	-0.114739113	-6.281035034
1087	10.87	0.132736953	0.571421739	0.335308939	-64.64184186	-64.387	0.3	1	-87	36	40	120	0	0.157519541	-16.49334401	0.438725652	2.257914885	0.041838958	0.122317441	10.10809024	0.101473904	0.109908357	-0.095896008	-6.481149781
1088	10.88	0.133570816	0.570897538	0.335617371	-64.57501332	-64.387	0.3	1	-87	36	40	120	0	0.160366456	-16.78104136	0.440486741	2.249799568	0.041703595	0.123014936	10.17464	0.10180148	0.109819352	-0.076452558	-6.682853918
1089	10.89	0.134409167	0.570369476	0.335927706	-64.50614885	-64.387	0.3	1	-87	36	40	120	0	0.16325788	-17.07269495	0.442308579	2.241462231	0.041564478	0.123737715	10.24265198	0.102139984	0.109727652	-0.056403997	-6.886446973
1090	10.9	0.135252828	0.569837404	0.336240022	-64.43522651	-64.387	0.3	1	-87	36	40	120	0	0.166197387	-17.36864887	0.444192243	2.232903219	0.041421608	0.124486327	10.31215931	0.102489579	0.109633238	-0.035744656	-7.09223422
1091	10.91	0.136102613	0.569301168	0.336554398	-64.36222124	-64.387	0.3	1	-87	36	40	120	0	0.169188664	-17.66925644	0.446138917	2.2241226	0.041274983	0.125261366	10.3831972	0.102850447	0.109536088	-0.014467953	-7.300527192
1092	10.92	0.136959332	0.56876061	0.336870913	-64.2871048	-64.387	0.3	1	-87	36	40	120	0	0.172235515	-17.97488092	0.448149901	2.215120164	0.041124593	0.126063483	10.45580304	0.103222788	0.109436175	0.007433628	-7.511644246
1093	10.93	0.137823791	0.568215571	0.337189647	-64.20984568	-64.387	0.3	1	-87	36	40	120	0	0.175341873	-18.28589627	0.450226613	2.205895428	0.040970426	0.126893379	10.53001651	0.103606824	0.109333468	0.029968561	-7.7259112
1094	10.94	0.138696795	0.567665887	0.337510683	-64.13040906	-64.387	0.3	1	-87	36	40	120	0	0.178511808	-18.60268798	0.452370592	2.196447634	0.040812464	0.127751814	10.60587966	0.104002795	0.109227931	0.053146295	-7.943662023
